,game_id,red_win,total_moves
2741,2mg143,1.0,77
2742,9ZGzBz,1.0,6
2743,dPQ6dA,1.0,49
2744,OWGOem,1.0,106
2745,VO6qWB,1.0,87
2746,j6eLWE,1.0,101
2747,vR5J3z,1.0,89
2748,9ZGmZm,0.0,84
2749,anyYmB,1.0,65
2750,dP25ab,1.0,73
2751,w5b30O,1.0,111
2752,LwnyQ2,1.0,72
2753,yM62bV,0.0,38
2754,KNv10d,0.0,80
2755,oOvNrV,0.0,68
2756,RO2V1G,1.0,33
2757,WwG1Zq,0.0,198
2758,5olaXr,1.0,71
2759,6olPdb,1.0,123
2760,noyXMV,1.0,63
2761,rRGbB6,1.0,57
2762,anKLeq,0.0,120
2763,ROWKVa,0.5,41
2764,anKLpG,1.0,125
2765,dPmo9r,0.5,50
2766,JKZema,0.0,94
2767,g20OZb,0.0,101
2768,ROWoJp,0.0,100
2769,ROWo5l,1.0,25
2770,krY5Qo,1.0,19
2771,9ZejrP,1.0,61
2772,KNZpWv,1.0,17
2773,2mnNaW,0.0,56
2774,VOjMzo,0.0,38
2775,LwZ61K,0.0,58
2776,KNZVm5,1.0,51
2777,lRqreO,1.0,57
2778,BNKo6g,1.0,68
2779,pwjWEa,0.0,58
2780,vRybj2,0.0,62
2781,OWKJJE,1.0,37
2782,YO4NqV,0.0,62
2783,2mndXK,1.0,41
2784,bQ0ZNB,1.0,41
2785,vRybpP,1.0,32
2786,PNoeWM,0.0,50
2787,6o3J2a,0.0,4
2788,noazER,1.0,41
2789,KNNorN,1.0,73
2790,2mdEp3,1.0,49
2791,PNoeAp,1.0,47
2792,e3K1on,0.5,122
2793,OW52Ny,1.0,59
2794,yMoVQO,0.0,68
2795,pwKb42,0.0,48
2796,j6Kv6o,1.0,65
2797,YOEo6B,1.0,65
2798,yMXw9J,1.0,79
2799,YONlan,1.0,89
2800,kr3XGX,1.0,61
2801,2mL9y5,0.5,124
2802,qRjj4R,0.5,168
2803,yMogbA,0.0,136
2804,RO1ql5,0.0,54
2805,RO1J9p,1.0,44
2806,GEXeNn,1.0,43
2807,AkXpzN,0.0,64
2808,ElX9ky,1.0,61
2809,yMzrAR,0.0,72
2810,dP3lJP,1.0,43
2811,2mLYA2,0.0,74
2812,krJXyo,1.0,145
2813,vRz4zP,0.0,76
2814,LwXgyB,0.5,86
2815,OW1XKn,1.0,51
2816,kra1y9,1.0,73
2817,QENaej,1.0,36
2818,JKwAo2,1.0,31
2819,GEq3ob,0.0,88
2820,zw6W6d,0.0,102
2821,nodapd,0.0,66
2822,KN9yEN,0.0,106
2823,Lw9a04,0.0,92
2824,anGrBB,1.0,101
2825,XK92rK,0.0,68
2826,rRQBgM,0.0,66
2827,g2BPw1,0.0,98
2828,XKmJGK,1.0,95
2829,anGgmy,1.0,93
2830,1oOzMQ,0.0,138
2831,AklQkV,1.0,43
2832,YOEnRE,1.0,91
2833,3gdeMQ,1.0,35
2834,MNRE66,0.0,95
2835,bQZ6NG,0.5,184
2836,AklRE2,0.5,66
2837,lRKp2v,1.0,91
2838,lRKynm,1.0,73
2839,krKNM4,0.0,40
2840,pwKmj2,1.0,49
2841,YOE3rB,1.0,101
2842,krKO2R,0.0,90
2843,vRKG1v,1.0,47
2844,6odboE,1.0,37
2845,bQZO32,1.0,115
2846,j6ERYy,0.0,44
2847,GEyn69,0.0,30
2848,krE3eW,0.0,54
2849,BN09QJ,1.0,41
2850,JKPGEy,1.0,33
2851,JKQlKa,1.0,83
2852,2meLkb,0.0,72
2853,GEnrl9,0.5,135
2854,mN2OB2,0.5,50
2855,vRNwN1,0.0,128
2856,bQRo1G,1.0,94
2857,w54654,1.0,151
2858,bQRoRE,1.0,61
2859,j6rRwX,0.0,90
2860,PN1akN,1.0,63
2861,PN1aWX,1.0,57
2862,6o6WlO,0.0,74
2863,w5z0Xk,1.0,37
2864,bQGkOE,1.0,93
2865,OWwZVm,1.0,74
2866,anGQLY,1.0,201
2867,ZOZ10N,0.0,108
2868,oOyzKY,1.0,49
2869,3gbEKW,1.0,72
2870,3gQonP,0.0,128
2871,ROWbjl,1.0,37
2872,krYbZo,0.0,90
2873,dPmXeb,0.0,32
2874,dPm5Zj,0.0,68
2875,j6lYl1,0.0,30
2876,ElZ6j0,1.0,95
2877,rRXkA6,0.0,66
2878,XK4OJ3,0.5,45
2879,LwZz3K,0.0,86
2880,5oPwrO,0.0,46
2881,ZO4ggG,0.0,112
2882,0aygXr,0.0,32
2883,mN0Q43,1.0,59
2884,krqmgo,0.0,54
2885,oO0WV3,0.0,77
2886,GEmRXG,0.0,45
2887,LwK0ea,1.0,27
2888,anlaJz,1.0,67
2889,1oWE1v,0.5,243
2890,anla9y,0.5,179
2891,rRKaoE,0.0,90
2892,XKkRGL,0.0,60
2893,9ZEb1l,1.0,49
2894,oO0Pny,0.0,36
2895,3g0eVd,0.5,178
2896,KNwPrN,0.0,73
2897,4a09Y1,0.0,46
2898,nodlQk,1.0,83
2899,AkZB6R,0.5,159
2900,no4Kq5,1.0,103
2901,QElrvY,0.0,100
2902,QElroY,0.0,52
2903,4aro6Z,1.0,60
2904,3g62AP,0.0,56
2905,QEl6Jj,1.0,79
2906,JKB25M,0.0,44
2907,vRAl5R,1.0,47
2908,0aGA1r,0.5,85
2909,4a236a,0.0,94
2910,vRAR61,1.0,47
2911,w5AoN4,1.0,89
2912,w5AoQK,1.0,57
2913,g2jnZz,0.0,66
2914,qRwrqy,1.0,104
2915,qRwr9a,0.5,90
2916,zw0X2y,0.5,39
2917,BNnY6a,1.0,61
2918,9ZJ91P,1.0,51
2919,JKBGza,1.0,61
2920,BNnA5P,1.0,119
2921,vRA3vz,0.0,150
2922,MNJOLq,0.0,98
2923,j6q5R1,0.0,80
2924,XK5GVL,0.0,40
2925,no2qOl,0.5,89
2926,YOb0AE,1.0,63
2927,pwBl4a,1.0,55
2928,GE6P5a,1.0,125
2929,6oZYQE,1.0,117
2930,pwB1y6,1.0,91
2931,QEbQOO,0.0,72
2932,AkP2AV,0.5,156
2933,VOo4EB,1.0,61
2934,vRE1yO,1.0,47
2935,BNwYAr,0.0,110
2936,RO9vLa,0.0,76
2937,KN951d,1.0,55
2938,5oZzgA,0.0,76
2939,e32aLN,1.0,41
2940,nodG4l,1.0,295
2941,PNK20X,1.0,77
2942,Ww9kP2,1.0,17
2943,GEqNQa,1.0,46
2944,GEq5bG,0.5,125
2945,bQPMOG,0.0,70
2946,qRn2dW,1.0,41
2947,yMPnVd,0.0,66
2948,KN6K45,1.0,83
2949,QEl3bQ,0.0,80
2950,oOoKgY,1.0,61
2951,9ZJWgW,1.0,46
2952,vRAoqz,1.0,47
2953,2m3d55,1.0,20
2954,j6qEBN,1.0,73
2955,vRAvNR,0.5,14
2956,rRAnOb,0.0,48
2957,anJepq,0.0,98
2958,lRAVkO,1.0,65
2959,PNE0GN,1.0,91
2960,0aGvOM,0.0,116
2961,KN613k,0.0,70
2962,PNp6op,0.0,114
2963,w5d454,1.0,23
2964,anmR5z,0.0,66
2965,mNL2zM,0.0,36
2966,ROwJpp,0.0,54
2967,j6GPj0,0.0,62
2968,WwbRPq,1.0,127
2969,4aZdzM,0.0,36
2970,XKWY01,1.0,43
2971,noJmMK,1.0,111
2972,QE3jVQ,0.0,121
2973,rRKoXl,1.0,23
2974,YOkv9n,0.0,44
2975,5oEa2k,0.0,93
2976,4a0R3W,1.0,65
2977,3gJJlb,0.0,64
2978,6ommAQ,1.0,119
2979,j6Q6Qo,0.0,38
2980,zwMw3y,0.5,118
2981,WwgwYV,0.0,52
2982,QEgEMB,1.0,93
2983,3gJgE3,0.5,78
2984,NR6znB,0.0,164
2985,NR6z40,1.0,61
2986,9ZnGNw,1.0,83
2987,BN6Jyw,1.0,45
2988,3gJbPr,0.0,46
2989,pw5k0M,1.0,53
2990,rR6d5Z,0.0,96
2991,GEGz6L,1.0,91
2992,noLJm5,1.0,33
2993,AkBrG2,0.0,38
2994,YOgaMa,0.0,88
2995,OWVGyg,0.0,32
2996,6omKVK,0.5,118
2997,Wwg3AB,0.0,60
2998,2mdOoK,1.0,69
2999,w5oXGX,0.0,56
3000,Akl3VV,0.0,46
3001,w5onKN,1.0,52
3002,e3KJlp,1.0,71
3003,ElNBPn,0.0,34
3004,AkAK49,0.0,70
3005,GEl24a,0.0,70
3006,pwKL0l,0.0,78
3007,XKN4b0,1.0,103
3008,yMXmRN,0.5,48
3009,oOEm9V,0.0,82
3010,VON3J0,0.0,66
3011,lREGJN,1.0,21
3012,NRQweB,1.0,39
3013,3gb0jv,0.0,106
3014,vR5Wv1,1.0,75
3015,g23pAN,0.0,58
3016,NRQ63E,1.0,81
3017,6ovoMb,1.0,87
3018,vR5vaO,0.5,65
3019,qREvkb,1.0,63
3020,any6PA,1.0,57
3021,3gBwOb,0.5,41
3022,2me2e3,1.0,20
3023,1o2LmB,0.0,46
3024,YONVVn,1.0,107
3025,noz1V5,0.0,84
3026,yMX2JA,1.0,39
3027,rRNvk6,1.0,74
3028,9ZAzjW,0.5,95
3029,4a6J0a,0.5,76
3030,WwNB3Z,1.0,79
3031,5orark,0.0,51
3032,ROJdoN,1.0,67
3033,kr3wqy,0.0,26
3034,BN9Elg,0.0,10
3035,QEroPY,0.0,102
3036,pw6zOX,1.0,63
3037,3gaKjQ,1.0,63
3038,5obZ5r,0.0,84
3039,kr3ar5,1.0,51
3040,LwL9E4,0.0,78
3041,QErNpl,1.0,23
3042,VOW9L0,1.0,41
3043,krJoVq,1.0,103
3044,g2e0vp,1.0,25
3045,lRaElv,0.0,74
3046,YO1RWm,0.0,56
3047,6o6B3a,0.0,72
3048,LwXro2,0.0,60
3049,VO1noO,1.0,29
3050,XK15QK,0.0,12
3051,MN1O0p,0.0,50
3052,VO14Xg,1.0,109
3053,BNYMGX,1.0,61
3054,yMz15J,0.0,49
3055,AkXMRR,1.0,49
3056,w5z1Be,0.0,53
3057,0aPNZ4,0.0,82
3058,ElXM3a,1.0,39
3059,oOzwZY,1.0,75
3060,zwXvJ6,0.0,233
3061,5oBdNA,1.0,29
3062,krJNY5,0.0,58
3063,lRayaJ,0.0,28
3064,yMzJMW,1.0,45
3065,AkwZaE,0.0,102
3066,BNwno5,0.0,48
3067,BNwnKX,0.0,56
3068,YO9PbV,1.0,57
3069,NRAQBw,1.0,23
3070,vRLm0g,0.0,120
3071,3g6wG5,0.0,50
3072,kragEy,0.0,56
3073,1oXq90,0.0,84
3074,mNEmKM,1.0,81
3075,3gWp0P,1.0,131
3076,e3gYbN,0.0,64
3077,g2mMkN,1.0,45
3078,PNEqPp,0.0,62
3079,PNEqjM,1.0,27
3080,WwQdq9,0.0,66
3081,Lwr1yB,0.0,42
3082,anmgmq,1.0,49
3083,g23yy1,0.0,124
3084,rRd6Q3,1.0,51
3085,g23y5p,0.0,146
3086,noJJlb,0.0,152
3087,YOaaXV,0.0,66
3088,krB9qo,1.0,47
3089,PNPyV3,1.0,59
3090,5oyX5A,0.0,110
3091,XKJQOr,0.0,62
3092,rRdBGl,1.0,77
3093,qREeoK,0.0,64
3094,noJ3m1,0.0,82
3095,mNrPXW,1.0,99
3096,6ov5LL,0.0,30
3097,g23RA1,1.0,43
3098,bQvz99,0.0,40
3099,yMok5O,1.0,52
3100,4aoO6e,0.0,60
3101,PNkYY3,0.0,7
3102,an5yBz,1.0,7
3103,krR9mW,0.0,46
3104,e3gE5n,1.0,51
3105,lRNGzn,0.0,120
3106,9ZdqAr,1.0,25
3107,g2mE6N,1.0,43
3108,no4Red,1.0,49
3109,lRNXBN,0.0,92
3110,LwYO12,0.0,186
3111,qR9yZz,0.5,21
3112,GE4vdL,1.0,100
3113,2mB1RW,1.0,87
3114,VOlePo,1.0,31
3115,no4YL5,1.0,169
3116,2mB6wW,0.0,20
3117,yMAblb,0.5,197
3118,PNEorW,1.0,51
3119,vRAWyg,0.0,46
3120,GELmdN,0.0,58
3121,2m3OGW,0.0,29
3122,0aGavO,0.0,18
3123,NRaRBE,1.0,51
3124,j6qooo,1.0,8
3125,LwrKBY,0.0,28
3126,Lwraoa,1.0,54
3127,PNEzRX,1.0,47
3128,QEbYNB,1.0,89
3129,LwEOBm,0.0,32
3130,mNL6ga,0.0,22
3131,VOoYM1,0.5,36
3132,3gRXZO,1.0,59
3133,rRrEJl,0.0,56
3134,GEzb29,1.0,75
3135,yMjEdA,0.0,68
3136,1oRr4E,0.5,62
3137,qRE0lW,1.0,134
3138,zwpdNB,0.0,44
3139,e3q1eJ,0.5,41
3140,9ZGpnw,1.0,108
3141,noJBPK,0.0,53
3142,4abqGW,0.0,40
3143,YOae3n,0.0,38
3144,2mgqmK,1.0,27
3145,XKJQRr,0.0,40
3146,Lwvpr4,0.0,72
3147,dPQjv3,0.5,79
3148,BNJO9z,0.0,116
3149,w5y6nK,1.0,125
3150,Wwrk12,0.0,66
3151,2mg6Vv,0.5,87
3152,OWG6NE,1.0,41
3153,g23NBd,1.0,61
3154,QE3JMJ,0.0,44
3155,ROLAkl,0.5,70
3156,noJQ55,0.0,60
3157,OWGXR3,0.0,63
3158,3gbazv,0.0,22
3159,PNZ2ZG,0.0,52
3160,an1b5Y,0.0,118
3161,zwWMWB,0.0,54
3162,LwneG4,1.0,87
3163,PNwNrG,0.0,66
3164,BNpzzr,0.0,72
3165,NRwWdL,0.0,96
3166,e35KPq,0.0,56
3167,lRJO09,1.0,41
3168,vRWeOP,1.0,51
3169,YOk6g9,1.0,31
3170,zw9JXY,1.0,31
3171,RO4GyY,1.0,113
3172,AkY2jB,1.0,71
3173,ElEwpn,0.0,82
3174,w5yQPK,1.0,63
3175,WwWWLB,0.0,102
3176,rROn0b,0.0,53
3177,2m3EBE,0.0,66
3178,YOPgnV,1.0,103
3179,0aGlN6,1.0,65
3180,zwpdyr,0.0,59
3181,dPN69B,0.5,82
3182,JKX3V2,0.0,49
3183,w5jO60,0.0,40
3184,g21alN,1.0,15
3185,XKNOWK,0.0,126
3186,qRjab5,0.0,17
3187,dPNvAB,1.0,49
3188,bQWNk4,0.0,52
3189,OW2Ery,1.0,53
3190,NRLkRg,0.5,94
3191,mNzGAv,0.0,64
3192,4a6zVe,0.5,130
3193,PN6alp,1.0,49
3194,zwj42d,0.0,54
3195,dP1oWP,0.0,42
3196,Ak9g02,1.0,37
3197,ROJKg4,0.0,42
3198,anRLrG,1.0,99
3199,mN2lXM,0.0,58
3200,LwLVlO,1.0,37
3201,noeOVk,0.0,42
3202,PN6WlX,1.0,55
3203,9Zolj9,1.0,45
3204,j6PBbp,1.0,25
3205,PN6bwW,1.0,57
3206,GEnRqN,0.0,110
3207,w54PJk,0.0,100
3208,ElyW9r,1.0,61
3209,4ak3vX,1.0,57
3210,3gavrd,0.0,36
3211,qRrVpy,1.0,51
3212,XKRAjd,1.0,61
3213,qRrVXa,1.0,51
3214,lRLrLn,0.0,47
3215,yM4o0O,1.0,59
3216,3gadg5,1.0,51
3217,XKRmQK,0.0,57
3218,noeKVJ,0.0,70
3219,g2nKG5,0.0,32
3220,1o52Q0,0.5,130
3221,mN2zo3,0.0,150
3222,3gaB4O,0.0,60
3223,MN23j6,1.0,49
3224,qRrjP5,1.0,41
3225,anRRvq,1.0,62
3226,noeed1,1.0,71
3227,JKPP1l,1.0,103
3228,oOByGK,0.0,30
3229,pw69dG,1.0,57
3230,kr3anv,1.0,15
3231,WwRl99,0.0,81
3232,noe0eb,0.5,69
3233,ZOR53P,1.0,57
3234,noeAp5,1.0,113
3235,Elyzwy,0.0,72
3236,6owQOJ,1.0,41
3237,mN2RVW,0.0,80
3238,pw6oql,1.0,39
3239,j6Ppv9,1.0,57
3240,ROJBm6,0.0,76
3241,zw5aoo,0.0,132
3242,zwXbGG,1.0,57
3243,MN1AL0,1.0,67
3244,ElXQX0,1.0,47
3245,3g2K3O,1.0,77
3246,3g2vRb,0.5,75
3247,QE15LX,1.0,75
3248,BNYrpJ,0.0,118
3249,rRzOgA,1.0,75
3250,GEX0wv,0.5,152
3251,e3L6ep,1.0,57
3252,PN1mgG,1.0,67
3253,krJoay,1.0,51
3254,oOzzny,1.0,71
3255,dP33az,1.0,61
3256,9ZawZ9,0.0,161
3257,krJAz5,1.0,59
3258,yMzjrO,1.0,31
3259,pwzBOG,1.0,39
3260,bQGbeE,1.0,75
3261,mNkr4v,1.0,64
3262,AkXpj4,1.0,31
3263,VO16ng,1.0,105
3264,oOzQ1y,1.0,111
3265,vRzB1E,0.0,104
3266,AkXpKR,0.5,63
3267,AkX1y5,0.0,12
3268,yMz2BW,1.0,79
3269,oOzNgy,0.0,113
3270,2mZr9o,1.0,61
3271,JKw0ZE,1.0,157
3272,BNwW5J,0.0,40
3273,MN9V26,0.0,62
3274,vRLZ4v,0.0,58
3275,BNwvEP,1.0,65
3276,OWwPan,0.0,82
3277,6oXv1a,1.0,62
3278,1oXd0v,1.0,73
3279,bQPdvM,0.0,102
3280,Lw9zkO,0.0,44
3281,AkwGy2,1.0,119
3282,lRkQrn,0.0,83
3283,3gWY9O,1.0,110
3284,j69l9X,1.0,45
3285,6oXVpL,0.0,39
3286,lRNqjJ,1.0,33
3287,LwYpa2,0.0,68
3288,6oaR1O,1.0,24
3289,yMP51O,1.0,105
3290,krRy5X,1.0,63
3291,El4vJn,1.0,77
3292,oO1GbY,1.0,59
3293,lRN5v9,1.0,71
3294,AkZE65,1.0,43
3295,anJEZB,0.0,44
3296,OWGKwz,1.0,73
3297,6oBA5O,0.5,81
3298,OWGKMG,0.5,74
3299,6ov5Xy,1.0,29
3300,JKXzAE,1.0,56
3301,VO6Y3Q,1.0,51
3302,2mgwYK,0.5,136
3303,ElEOlb,1.0,93
3304,1obBNg,1.0,111
3305,mNr5GA,1.0,69
3306,oOdZRq,0.5,67
3307,BNJp2z,1.0,109
3308,9ZG1gw,0.0,8
3309,vR55j2,0.0,48
3310,e3y1vn,0.0,69
3311,Ely3lp,0.0,38
3312,j6PvPo,1.0,55
3313,RO1vle,0.0,112
3314,LwreEK,0.0,54
3315,4aeM3Z,1.0,49
3316,MN2aL6,0.0,56
3317,PNg041,0.0,78
3318,g2yby5,1.0,109
3319,yMVaKW,0.0,42
3320,2mEXqz,1.0,153
3321,3gJ5zr,1.0,37
3322,ZOWQNr,0.0,94
3323,3gJXN4,0.0,94
3324,0aOzLO,1.0,47
3325,ROzNg5,1.0,53
3326,0aWA6G,0.0,90
3327,BN3EZr,0.0,68
3328,LwrXJY,1.0,41
3329,lRAL5J,0.0,56
3330,qRwzpa,0.0,36
3331,JKBl0y,0.0,44
3332,9ZdNaP,1.0,73
3333,BNw1ng,1.0,53
3334,j6JOXE,1.0,35
3335,5oZ16J,1.0,47
3336,YO9Kr9,1.0,79
3337,ElXpJ0,0.0,42
3338,krJ2dW,1.0,87
3339,yMz9Qb,1.0,105
3340,5orO4A,1.0,99
3341,Lww30P,0.0,60
3342,NRRObw,0.0,82
3343,qRRLLy,1.0,79
3344,dPZ5bB,1.0,43
3345,qRO1lK,1.0,37
3346,2mGlkb,1.0,11
3347,3gPlp4,0.0,46
3348,bQ1J9G,0.0,52
3349,1o9Vya,1.0,53
3350,NR03mP,0.0,40
3351,mN1vE3,0.0,46
3352,PNm4GA,1.0,143
3353,bQmopB,1.0,73
3354,OWaL03,0.5,135
3355,pwdGA5,1.0,61
3356,mN1vVA,1.0,89
3357,OWaLOn,0.0,32
3358,nopn5J,0.0,58
3359,rRpWe5,1.0,101
3360,GEYdkL,0.0,72
3361,BNVyAg,1.0,57
3362,VOpMnP,1.0,143
3363,krqr9o,1.0,85
3364,0a06K3,0.0,38
3365,rRK5rb,1.0,41
3366,krq3Oy,0.0,68
3367,PNgYJM,0.0,54
3368,e3BYab,0.0,24
3369,0aOV16,1.0,35
3370,9ZnOrm,1.0,83
3371,NR6OEB,1.0,57
3372,e3BYde,1.0,29
3373,2mEw0o,0.0,42
3374,QEgYzB,0.0,44
3375,OWVeZG,1.0,59
3376,2mm95b,1.0,35
3377,GEEKw9,0.0,26
3378,3ggla5,1.0,127
3379,LwweEK,0.0,120
3380,BNNVor,0.0,76
3381,bQQmMB,1.0,29
3382,Lwwepb,0.0,44
3383,VOOwGQ,0.0,122
3384,dPPPyo,1.0,75
3385,5oooKJ,1.0,65
3386,PNNNEO,1.0,73
3387,2mmmOJ,1.0,63
3388,zwwEoq,1.0,73
3389,1ooKvg,0.0,70
3390,zwwE6o,1.0,53
3391,3gge0W,1.0,63
3392,yMMRLN,1.0,43
3393,qRRkrb,0.0,90
3394,0aaZY4,0.0,94
3395,5ooGgE,0.0,156
3396,6ooPdy,1.0,121
3397,AkkEP5,1.0,159
3398,6ooPOL,0.0,34
3399,yMMw5A,1.0,65
3400,ZOEKRm,0.0,90
3401,rR4lp3,1.0,57
3402,ElN040,1.0,45
3403,pwKl1X,0.0,68
3404,Lwo5MY,1.0,87
3405,e3KPan,0.5,184
3406,WwEyLy,1.0,73
3407,9ZWgpl,0.0,80
3408,ElN24P,1.0,45
3409,ZOEnPX,1.0,73
3410,pwKbAa,0.0,72
3411,g2KEem,0.0,56
3412,NRLP9l,1.0,65
3413,JK5kGK,1.0,93
3414,1o2kLG,0.0,54
3415,w5jE1K,1.0,57
3416,KNGVQd,1.0,45
3417,YONRJa,1.0,87
3418,2meJeW,0.0,98
3419,5orVGE,0.0,48
3420,0aLPOE,0.0,66
3421,GEyXyb,1.0,37
3422,GEyXqN,0.0,46
3423,vRKzaR,0.0,54
3424,lREa55,0.0,56
3425,5orBvV,0.0,82
3426,YON1Q9,1.0,45
3427,anNWRV,0.0,64
3428,e3oElp,0.0,38
3429,noZmd5,0.0,68
3430,qR411R,0.0,76
3431,mNZmyZ,1.0,51
3432,GEVeOV,0.0,74
3433,XKoQnK,0.0,86
3434,MN6keB,1.0,79
3435,RO0b04,1.0,79
3436,bQlKw9,1.0,83
3437,bQlKL4,0.0,104
3438,ElarEn,0.0,52
3439,g2qWjp,0.0,164
3440,rRZMBA,1.0,49
3441,6oN4Ra,0.0,18
3442,5oN06J,0.0,70
3443,YOWMlr,0.0,50
3444,5oNM5O,0.0,82
3445,NRrMqw,1.0,65
3446,QEZMrB,1.0,91
3447,3gNMJP,0.0,74
3448,6oNMZy,1.0,91
3449,rRZwmE,1.0,53
3450,BNoXyz,0.0,88
3451,GEVoKa,0.0,78
3452,ZONYYN,1.0,163
3453,krEv24,1.0,51
3454,MN3LAg,0.0,22
3455,6oJr2L,0.0,56
3456,GEyOpv,0.0,32
3457,rRNEXl,1.0,39
3458,krEe3y,1.0,55
3459,nozrJd,0.0,104
3460,BN0AbP,1.0,43
3461,AkA3d5,1.0,141
3462,3gBGbd,0.5,49
3463,KNG01M,1.0,37
3464,JKQg41,0.0,48
3465,yMXrYN,1.0,26
3466,1o2n0v,1.0,71
3467,yMXNZw,1.0,74
3468,WwNPlZ,1.0,51
3469,pwEOM6,0.0,118
3470,dPNzgA,0.0,28
3471,lREo0n,0.0,48
3472,GEyMBY,0.0,70
3473,WwNPB9,0.0,80
3474,zwjN6G,1.0,127
3475,zwjNG6,0.5,91
3476,dPNzq3,0.0,94
3477,dPN0mb,1.0,39
3478,yMXq5V,1.0,69
3479,pwEVvR,1.0,67
3480,nozlAd,1.0,95
3481,LwPRob,0.0,50
3482,lRE4Zm,0.0,54
3483,oOEwVy,0.0,140
3484,GEyJkN,1.0,51
3485,lREvMJ,1.0,77
3486,w540lM,0.0,38
3487,1o2rBv,1.0,117
3488,dP1OOj,0.0,58
3489,j6PRjy,0.0,70
3490,QEroXj,0.0,70
3491,RO6NzG,1.0,53
3492,oOpLk3,1.0,43
3493,e3oOkp,0.0,43
3494,oOpL9w,0.0,63
3495,NRZNmE,0.0,64
3496,nowqaV,1.0,83
3497,mNeWbZ,0.0,90
3498,VOXyw1,0.0,58
3499,w5WbV0,0.0,38
3500,AkWym9,1.0,117
3501,OWJPEy,1.0,87
3502,9Z6elV,1.0,57
3503,e3w0Zw,0.0,52
3504,PNOoYM,0.0,48
3505,rRaXvl,1.0,45
3506,2mrnV3,0.0,50
3507,6o03ML,0.0,64
3508,an0J6V,0.0,78
3509,an0JXY,0.0,77
3510,PNOElN,0.0,16
3511,qRK5ZN,1.0,63
3512,an0JMG,1.0,59
3513,rRaAeA,0.0,118
3514,Elo59g,0.0,82
3515,an0mWa,1.0,95
3516,rRaJXl,1.0,79
3517,KNnX2d,1.0,89
3518,5oWpBq,0.0,52
3519,ElK0jn,1.0,77
3520,pwYl5R,0.0,64
3521,LwWZ1R,1.0,85
3522,0akBWR,0.5,85
3523,NRKYKP,1.0,141
3524,bQ1gzb,0.0,74
3525,2mGnez,0.0,72
3526,yMLKaJ,1.0,69
3527,g2JpMb,0.0,48
3528,3gP0ed,1.0,41
3529,WwJmPA,1.0,63
3530,6owWL9,0.0,66
3531,0anOmO,1.0,56
3532,JKPeLa,1.0,69
3533,1o5NpB,0.0,38
3534,kr366o,0.0,60
3535,KN3egN,1.0,55
3536,vRN0z1,0.0,72
3537,zw5yQB,0.0,98
3538,KN3VAq,1.0,71
3539,3gaAWd,0.0,66
3540,kr3Erq,1.0,39
3541,w54E5e,0.0,60
3542,GE0ZGY,0.0,94
3543,rR5NQM,1.0,101
3544,oOBEJq,1.0,61
3545,WwRNAJ,0.0,54
3546,dP13er,1.0,67
3547,rR5Nd6,0.0,64
3548,w544YA,0.0,84
3549,BN90kP,0.0,60
3550,XKRRdP,1.0,33
3551,XKR1Nd,1.0,33
3552,lRLkVE,1.0,47
3553,BN9nba,0.5,57
3554,ZOR3Vy,1.0,69
3555,QErbXj,0.0,34
3556,OWBkLy,0.0,128
3557,WwRQnB,0.0,80
3558,ROJwqp,0.0,24
3559,ROJG3G,0.0,56
3560,6owZrL,0.0,42
3561,w54doN,0.0,54
3562,lRLmWm,1.0,39
3563,zw5pQy,0.0,52
3564,1o5b0Q,0.0,56
3565,0a6qpM,0.0,46
3566,5obynJ,0.0,50
3567,mN2M2M,0.0,55
3568,PN6ndG,0.0,52
3569,4aAqBe,0.0,62
3570,3gPJld,1.0,91
3571,anAjRY,0.0,46
3572,qRO1eW,0.0,82
3573,QEmQkl,0.0,54
3574,qRO1Gy,0.0,57
3575,g2Jbjz,0.0,28
3576,2mGQj2,1.0,45
3577,QEmM6Q,0.0,62
3578,1oQMrQ,0.0,84
3579,3gPMpQ,0.0,38
3580,rROw1A,1.0,57
3581,e3zj4J,1.0,39
3582,QEmna2,1.0,95
3583,kr10L4,1.0,59
3584,g2JYNp,1.0,65
3585,mN1WWW,0.0,92
3586,BNRZNl,1.0,69
3587,VOdm4G,1.0,57
3588,OWaA3m,0.0,36
3589,w5l0b0,1.0,83
3590,g26Zr1,1.0,53
3591,3gmV14,1.0,49
3592,krowzR,1.0,25
3593,QE20oQ,1.0,51
3594,lRYJzr,0.0,62
3595,pwddK6,1.0,75
3596,ZOyylN,0.0,107
3597,0a553p,1.0,75
3598,3gmmbr,0.0,62
3599,ZOymZN,0.0,62
3600,kroqqW,1.0,65
3601,yMpVbd,1.0,79
3602,dPZeeb,0.0,90
3603,e3691e,1.0,57
3604,zwOXYY,1.0,67
3605,MNY1dB,0.0,60
3606,GEKpdL,1.0,75
3607,OWB9n5,0.0,56
3608,vRN101,1.0,65
3609,qRrM6W,0.0,56
3610,MN2MJg,1.0,41
3611,JKP4Aa,1.0,55
3612,e3y9MJ,0.0,52
3613,ElyMbb,0.0,44
3614,g2nXl6,0.5,205
3615,GEnowV,0.0,72
3616,pw6oYW,1.0,67
3617,noeAja,1.0,83
3618,ROJl3N,1.0,33
3619,3gayar,0.0,54
3620,WwRvw9,0.0,30
3621,Elyz5p,0.0,42
3622,BN9OXz,1.0,51
3623,2mJY4W,0.0,60
3624,NRe3By,1.0,41
3625,XKREOy,0.0,48
3626,zw5enr,1.0,59
