,game_id,red_win,total_moves
6773,GEyj09,0.5,46
6774,2mJn33,0.5,74
6775,mN20gM,0.0,136
6776,zw5GLL,0.5,40
6777,bQRg1G,1.0,45
6778,QErW1W,1.0,33
6779,noe4j1,1.0,67
6780,KN39Q5,0.5,31
6781,3gaR4r,0.5,29
6782,9ZompG,0.0,76
6783,dP1q32,1.0,87
6784,AkX0qd,1.0,107
6785,BNYRGz,0.0,92
6786,ElXkly,0.0,110
6787,2mL9P2,1.0,129
6788,dP4Ee3,0.0,44
6789,w5wA2N,1.0,75
6790,yMLAm4,0.0,54
6791,MNVJzP,0.0,92
6792,oOqowX,0.0,47
6793,vRdrjz,0.0,58
6794,vRdrXv,0.0,32
6795,GE0vOP,0.0,48
6796,vRdp5z,1.0,73
6797,lRbQ9n,1.0,89
6798,MNVORr,0.0,92
6799,ElKe0y,1.0,89
6800,NR0YRw,1.0,41
6801,0a5yEG,0.0,74
6802,e360LN,0.0,50
6803,qRdnLQ,0.0,122
6804,WwK96V,0.0,96
6805,0a5X93,0.0,39
6806,nop4Pl,1.0,55
6807,ROez5G,0.5,303
6808,MNYJk2,1.0,59
6809,nopr5a,0.0,74
6810,NR0jrE,0.0,78
6811,PNmEv9,0.0,162
6812,OWapw3,0.5,143
6813,zwOPGd,0.0,67
6814,dPZVbb,0.0,166
6815,Elkdgn,1.0,153
6816,KNl0b5,1.0,67
6817,qRdGJW,1.0,67
6818,YOA6LV,0.5,83
6819,vRZMVv,0.0,122
6820,anOMVA,1.0,167
6821,4amPRY,0.0,86
6822,BNReQw,1.0,77
6823,Ak0Lnd,0.5,260
6824,qRd6zK,1.0,69
6825,qRBoZl,0.0,46
6826,KNgXbq,1.0,111
6827,NR6WqE,0.0,18
6828,pw5El2,1.0,54
6829,zwM5jY,0.0,66
6830,MNB3Vg,0.0,68
6831,0aO6b3,0.0,66
6832,JKLP3y,0.0,106
6833,2mEqOv,0.0,58
6834,XKg14K,1.0,69
6835,KN2JR1,1.0,73
6836,4a5p29,0.5,75
6837,e3BYzw,0.0,66
6838,mN35E2,0.0,76
6839,mN36mZ,0.5,116
6840,3gJXbr,0.0,17
6841,BN6LLX,1.0,29
6842,e3Bk2e,1.0,67
6843,LwebvK,0.0,46
6844,GEG5Bv,0.0,56
6845,ZOWwzP,0.0,60
6846,XKgGpd,0.0,74
6847,ROgNNY,0.5,71
6848,pwwnNa,0.0,22
6849,KNNZqd,0.0,60
6850,VOOj1g,0.0,54
6851,mNN0mP,0.0,70
6852,WwwwWE,1.0,53
6853,LwwwP2,0.0,74
6854,JKKQ5l,0.0,78
6855,OWW2Ym,0.0,80
6856,EllPQn,0.5,123
6857,0aaGEO,0.5,175
6858,QEEvWX,0.0,56
6859,WwwrMJ,0.0,98
6860,6oo5ZO,0.0,66
6861,2mmjXv,0.0,50
6862,ROOXO5,1.0,41
6863,vRWvO2,0.5,57
6864,j6oOk9,0.0,56
6865,KNwLGn,0.0,68
6866,lRJvvN,0.5,106
6867,BN6EOJ,1.0,37
6868,mN3ej3,1.0,39
6869,yMVlXO,1.0,41
6870,4a5w5n,0.5,139
6871,bQLwKG,0.5,78
6872,noLmPR,0.0,80
6873,1omdkg,1.0,55
6874,bQLyz4,1.0,75
6875,GEGrRn,0.0,88
6876,LwejeP,1.0,47
6877,e3BM3J,1.0,27
6878,WwgBEq,1.0,111
6879,AkBoOB,0.0,60
6880,QEgJgB,1.0,145
6881,5ojwO3,0.5,24
6882,krr1g5,0.0,46
6883,Akk0m9,0.0,76
6884,e33qMw,0.5,129
6885,mNNY5a,1.0,35
6886,ZOObzX,1.0,89
6887,j66mzW,1.0,43
6888,2mmw6z,0.0,148
6889,QEE6EY,0.0,58
6890,PNNBYN,0.5,119
6891,OWWyzG,0.5,37
6892,vRRBRP,1.0,85
6893,BNNO4P,1.0,65
6894,pwwRAX,0.5,225
6895,6oo9EO,0.0,94
6896,5oopNq,1.0,63
6897,5oopKA,0.0,52
6898,AkkvMR,0.0,142
6899,0aaBrM,1.0,37
6900,6oEkaK,0.0,32
6901,mNJwr6,1.0,46
6902,0a0eoO,1.0,57
6903,XKk6LL,0.0,54
6904,pw0NVa,1.0,93
6905,BNpgka,1.0,31
6906,PNwQGA,0.0,42
6907,w59GrA,1.0,53
6908,anlp2q,1.0,22
6909,nojQkR,1.0,79
6910,OWo6q3,1.0,99
6911,NRwB6y,0.0,82
6912,ElmvXV,0.0,78
6913,QEWJjX,1.0,109
6914,lRJ5mv,1.0,27
6915,QEWJpY,1.0,41
6916,QEWJQ2,1.0,65
6917,XKkpn0,0.0,68
6918,GEm9Y9,0.0,59
6919,qRJABa,1.0,59
6920,JKpbBa,0.0,40
6921,e35r2w,0.5,92
6922,j6odGy,1.0,25
6923,j6od0M,1.0,65
6924,4a0Q1M,0.5,163
6925,GEm5YV,1.0,113
6926,PNw9WN,1.0,111
6927,QEWRWB,0.0,108
6928,e35nL3,0.0,102
6929,Elm6Pr,0.0,92
6930,w59pm4,1.0,59
6931,ZOW0RG,1.0,55
6932,4a5wZY,0.0,56
6933,LwWgnY,1.0,59
6934,3gmgrW,0.0,72
6935,vRZoKl,1.0,55
6936,vRZRjP,1.0,60
6937,w5l4N6,0.0,76
6938,5okbz3,1.0,99
6939,bQmGeG,1.0,87
6940,LwB90b,1.0,47
6941,BNRYQz,0.0,48
6942,Ak0wNd,0.0,24
6943,lRYkBE,0.0,74
6944,PNmKy3,1.0,85
6945,OWalVz,0.0,86
6946,Ak0ZwB,1.0,165
6947,2m9Bkb,0.0,92
6948,Ak0Zr4,1.0,85
6949,JKoY9l,1.0,75
6950,e36gAL,1.0,91
6951,4amrLa,0.0,62
6952,yMpAZW,1.0,91
6953,kroAdy,0.0,62
6954,VOdndO,0.0,42
6955,5oke3q,0.0,112
6956,QE2d6X,0.0,90
6957,OWakX5,1.0,71
6958,3gmRKd,1.0,57
6959,0a5Wk6,0.5,82
6960,0a5WGM,0.0,26
6961,LwBE9a,1.0,67
6962,vRZERP,1.0,61
6963,kroPg9,1.0,61
6964,yMpjGA,0.0,90
6965,ElkqEp,1.0,93
6966,5okRYp,1.0,89
6967,kroj4E,0.0,94
6968,QE24kB,0.0,70
6969,vRZ3Gv,1.0,43
6970,LwBAM2,0.0,66
6971,PN1qNN,1.0,91
6972,6o6gjy,0.0,48
6973,pwzXOW,1.0,49
6974,mNkde2,0.0,80
6975,BNYvJ5,0.5,80
6976,pwznM5,1.0,45
6977,vRz2jj,0.0,89
6978,mNk0Ea,1.0,59
6979,5oBPnE,0.0,52
6980,OW1oNz,0.5,89
6981,LwXKZ2,0.0,52
6982,WwMmgA,1.0,41
6983,AkXYl4,1.0,23
6984,j6ro9o,1.0,69
6985,1o3WPg,1.0,39
6986,bQGg63,1.0,57
6987,bQGgVE,1.0,53
6988,pwzmr5,0.5,101
6989,noEoEa,1.0,91
6990,qRzyXl,1.0,101
6991,anQXJB,1.0,140
6992,lRk06E,0.0,36
6993,oOyvja,1.0,63
6994,9Zwe1w,1.0,37
6995,RO94N5,1.0,55
6996,MN9BY0,1.0,47
6997,yMBVoJ,0.0,66
6998,Elwnbn,0.0,42
6999,kraGbE,0.5,54
7000,e32BOp,1.0,71
7001,PNKNqN,1.0,57
7002,qRne2Q,1.0,86
7003,5oZ2a3,0.5,94
7004,zw6vnG,0.0,34
7005,anG96K,0.5,32
7006,dPlGeA,1.0,39
7007,6oayOJ,0.0,72
7008,5okpzr,0.0,46
7009,qR0daK,0.0,15
7010,e3vvPe,1.0,35
7011,6ogg2b,1.0,79
7012,PNqqwW,1.0,47
7013,e3vvJp,0.0,70
7014,JKWyqK,0.5,217
7015,krLY1E,1.0,59
7016,1oZvvX,0.0,66
7017,e3v0K3,1.0,19
7018,dPymzr,0.0,30
7019,3gZQoP,1.0,107
7020,yMbQyd,1.0,39
7021,oOk2OX,0.0,78
7022,krLGBy,1.0,181
7023,GEYGk9,0.0,86
7024,BNV6Az,0.0,64
7025,BNV6jg,1.0,57
7026,YOpgr4,0.0,82
7027,vRkV41,0.0,68
7028,rRp9KB,0.0,80
7029,bQwqPB,1.0,93
7030,PNqVpp,0.0,44
7031,NRqlEl,0.0,42
7032,yMbPGb,0.0,78
7033,bQwq99,1.0,129
7034,zwZp9y,1.0,153
7035,NRqzaE,0.5,134
7036,BNVaqg,0.5,124
7037,OWqvVK,0.0,62
7038,6ogLpE,0.0,82
7039,KNB04N,0.0,68
7040,GEYAbG,0.0,29
7041,e3vRQJ,1.0,63
7042,mNayMv,0.0,48
7043,ZO0rzl,1.0,47
7044,3gZGrO,1.0,59
7045,dPPJVb,0.5,63
7046,e33Yrb,0.0,60
7047,4aaBkZ,0.0,68
7048,lRRBbN,0.0,102
7049,EllgE0,1.0,61
7050,yMMegN,0.0,310
7051,JKK462,1.0,77
7052,4aavYW,0.0,60
7053,5oon4J,0.0,82
7054,lRR9XO,1.0,74
7055,0aaByM,0.5,110
7056,GEEJbV,0.0,76
7057,NRRgjL,1.0,26
7058,qRopZN,0.0,46
7059,bQZkgG,1.0,65
7060,2mdKM3,1.0,83
7061,krKZjE,0.0,87
7062,YOEAzn,0.0,68
7063,KNKg4E,1.0,71
7064,rR4jmB,0.0,34
7065,6odgNK,1.0,79
7066,9ZW49e,0.5,121
7067,9ZW40w,1.0,99
7068,OW5PWK,0.0,46
7069,WwEZk9,0.0,56
7070,ElNmmn,1.0,85
7071,QEkg5X,0.0,70
7072,krKGBX,0.0,124
7073,XKmgG1,1.0,79
7074,pwKEr5,1.0,113
7075,bQZ60d,0.0,106
7076,PNkj19,0.0,22
7077,w5oJw4,0.0,86
7078,KNKY6v,1.0,71
7079,3gdew4,0.0,62
7080,5oKgz3,1.0,47
7081,noKBvR,0.0,80
7082,WwEGXJ,1.0,153
7083,NRWG0E,0.0,46
7084,dPKEJr,0.0,26
7085,pwK4M5,0.5,43
7086,NRWQJy,0.0,66
7087,ElNEKV,0.0,46
7088,vRorAg,0.0,116
7089,YOEdzn,0.0,31
7090,GEyP6n,1.0,107
7091,j6KAbM,0.0,76
7092,vRKlOP,0.0,106
7093,vRKGqj,0.5,111
7094,JKQmva,0.0,282
7095,qRj44Q,1.0,47
7096,MN36qP,1.0,33
7097,2meoqb,1.0,69
7098,nozZKl,0.0,40
7099,g21J51,0.0,40
7100,nozbXb,0.5,154
7101,pwEdZa,1.0,53
7102,3gBmQP,0.0,40
7103,1o2Z5B,1.0,49
7104,YONpV9,1.0,79
7105,nozyY1,0.5,93
7106,1o2W4E,0.0,60
7107,vRKoY1,1.0,175
7108,dPNyv3,1.0,57
7109,3gB0Gr,0.0,74
7110,NRLY6B,0.5,89
7111,QEBknJ,1.0,97
7112,2med45,0.0,134
7113,JKQQnz,0.0,126
7114,Wwgpe2,0.0,50
7115,vRVkMP,0.0,12
7116,e3Bvbb,1.0,121
7117,BN6NeJ,1.0,127
7118,noLoRl,1.0,55
7119,6omozy,1.0,37
7120,an3nZV,0.0,38
7121,lRPR59,1.0,69
7122,lRPKWn,0.0,78
7123,oO2KZw,1.0,25
7124,6omd0L,0.0,42
7125,KN2KJN,1.0,73
7126,2mEddb,0.0,14
7127,AkBlZR,1.0,69
7128,w5NoYX,0.5,107
7129,qRBobW,0.0,48
7130,6omdLL,0.0,46
7131,MNBRML,0.0,56
7132,PNgk2O,0.0,50
7133,LweoqY,1.0,71
7134,2mEg9v,0.0,40
7135,YOgEon,1.0,89
7136,VOw6wA,0.0,54
7137,g2y31m,0.0,74
7138,dPeQEz,1.0,21
7139,an3ydK,0.0,12
7140,pw5kAR,0.0,156
7141,6omvME,1.0,61
7142,BN6Jdl,0.0,60
7143,2mEqAz,1.0,81
7144,NR6EZy,1.0,55
7145,lRPmbn,0.0,26
7146,Ak0Jo4,1.0,41
7147,e36RPe,0.0,52
7148,6opLd9,0.0,77
7149,pwdQb2,1.0,101
7150,9ZYy49,0.5,164
7151,JKodwM,0.0,66
7152,Ak023N,0.0,96
7153,3gmMV5,1.0,93
7154,w5l3pe,0.0,48
7155,vRZQlj,0.0,56
7156,2m96E3,1.0,86
7157,e36AAj,1.0,61
7158,lRYQZY,0.5,122
7159,e361kq,1.0,136
7160,BNRQpa,0.0,130
7161,KNgXrv,0.0,119
7162,NRqrgE,0.0,68
7163,qR0pQ5,0.0,108
7164,ano0lV,1.0,79
7165,GEYW0v,1.0,111
7166,VOproQ,0.0,70
7167,NRqZ2P,0.5,130
7168,WwpW1y,0.0,82
7169,JKW0Pl,0.0,34
7170,GEY0La,0.0,46
7171,3gZmJP,0.0,76
7172,qR0dEa,1.0,87
7173,WwpKeJ,1.0,45
7174,OWqwNg,0.5,54
7175,w5KL2O,0.0,58
7176,0apBQp,1.0,75
7177,GE3PrG,1.0,105
7178,pwnlMX,0.0,56
7179,AkyV44,1.0,61
7180,lRzdQm,0.0,112
7181,2mlANz,1.0,79
7182,zwWb56,0.0,128
7183,4aWn5Y,0.5,159
7184,ElGQkn,1.0,99
7185,BNvE4J,1.0,81
7186,NRlPMy,0.0,60
7187,5oJVaJ,0.0,62
7188,PNVZZX,1.0,59
7189,QElZdj,1.0,135
7190,PNVZlN,1.0,34
7191,oO1jE3,0.0,94
7192,ZOldyy,0.0,74
7193,no4w0R,0.0,68
7194,VOlraP,1.0,31
7195,vRnOXv,0.5,75
7196,YOKmkB,1.0,121
7197,PNVLK9,1.0,61
7198,w5QwYX,1.0,56
7199,w5QNrO,0.0,42
7200,vRnRA2,1.0,85
7201,vRnKjR,0.0,64
7202,GE4nen,1.0,93
7203,yMP4Jw,1.0,79
7204,j69PMN,1.0,35
7205,KN45KN,0.5,106
7206,PNVKaN,0.0,78
7207,yMPBKV,1.0,99
7208,bQqPb3,0.0,96
7209,JKYwGM,0.0,74
7210,RO59ll,1.0,59
7211,2mBBKz,1.0,73
7212,3g66A3,1.0,40
7213,qR99XR,1.0,45
7214,pw99vl,1.0,57
7215,3g6653,1.0,49
7216,PNVpXX,1.0,33
7217,GE465P,1.0,43
7218,9Zdgwm,0.0,90
7219,an5eVA,1.0,87
7220,RO5GzY,1.0,59
7221,bQqERE,0.0,76
7222,no40a1,0.0,22
7223,4arM9Z,1.0,55
7224,pw9ON6,1.0,49
7225,9Z4KKV,1.0,91
7226,VOpG5g,1.0,30
7227,j63ALN,0.0,39
7228,2mWPZJ,0.0,102
7229,6ogeRE,0.0,108
7230,w5KRa4,0.0,64
7231,1olYoQ,1.0,105
7232,GE33Jv,1.0,175
7233,9ZpRKe,0.0,58
7234,krkPlv,1.0,81
7235,krkBLq,0.5,118
7236,GE3zwN,1.0,69
7237,lRzmdv,1.0,47
7238,oOvmk3,0.0,68
7239,lRzmkY,1.0,46
7240,anPrzV,1.0,81
7241,zwWmRY,1.0,61
7242,QELvaB,0.0,76
7243,oOv5OV,0.0,50
7244,KNvbyn,0.0,66
7245,KNva4v,1.0,55
7246,yM6YGR,0.0,72
7247,PN34a9,0.0,178
7248,RO2lma,1.0,77
7249,9Zp3pV,1.0,73
7250,3glyar,0.0,86
7251,yM6yGO,1.0,135
7252,e3NkZp,0.0,28
7253,lRz9w5,0.0,62
7254,RO2B2Y,1.0,131
7255,VOQaK1,0.0,30
7256,noyn2J,1.0,79
7257,e3NGe3,1.0,101
7258,vR2Bgl,1.0,56
7259,QELPjV,0.0,110
7260,GE31MV,0.0,129
7261,anP4by,1.0,57
7262,NRZ590,1.0,40
7263,VOQza0,0.0,14
7264,AkWaQR,1.0,37
7265,ROmlM5,0.0,86
7266,2mrYYv,1.0,37
7267,QEaOwB,1.0,67
7268,oOjbNK,0.0,55
7269,0akrAG,0.0,90
7270,g2JZmN,1.0,49
7271,PNO2qM,1.0,44
7272,5oYQr3,1.0,102
7273,4aAVqW,1.0,64
7274,2mGKYo,0.0,92
7275,pwYle4,0.0,87
7276,e3zmzN,0.5,141
7277,ZOAjyy,1.0,15
7278,NRKJwO,1.0,39
7279,QEm51Q,0.0,122
7280,6o2Gab,0.0,40
7281,yMLZnb,0.0,48
7282,KNlea5,0.5,127
7283,YOmZYa,0.0,32
7284,vRoBZz,0.0,86
7285,6od1mJ,1.0,89
7286,lRKwpv,0.0,88
7287,krKOm9,0.0,98
7288,NRWknL,0.0,108
7289,dPK0aB,1.0,51
7290,krKWny,0.0,52
7291,ElY0qP,1.0,55
7292,MN3rpg,0.0,32
7293,ElY0OV,0.0,40
7294,j6Ea91,1.0,49
7295,2me9pJ,1.0,63
7296,lREYoN,0.0,69
7297,vRKkGO,1.0,37
7298,0aLpmM,0.0,52
7299,e3lv2q,1.0,70
7300,AkAdOE,0.0,101
7301,vRKkBE,0.0,88
7302,zwjW4L,0.0,184
7303,QEBKMY,0.0,40
7304,6oJ3JO,1.0,111
7305,lREqym,1.0,31
7306,0aL06G,0.0,64
7307,QEBW9j,1.0,93
7308,anNNlB,0.0,56
7309,yMXXYb,1.0,105
7310,lREEv9,0.0,88
7311,anNJoz,0.0,82
7312,qRjw1a,0.5,48
7313,j6Eqqo,0.0,118
7314,nozz6V,1.0,41
7315,4a6ZMa,0.0,98
7316,mNzMk6,0.0,56
7317,5obLbE,1.0,79
7318,PN6wlN,1.0,27
7319,yM4VOW,1.0,41
7320,VOWNoo,0.5,41
7321,pw66qR,1.0,41
7322,qRrzab,0.0,16
7323,rR5z3B,1.0,53
7324,w54QL6,0.0,62
7325,pw69m6,0.0,88
7326,ZORbZ2,0.0,52
7327,rR5mr6,1.0,37
7328,lRLmZ9,0.0,78
7329,OWBGmz,0.0,78
7330,kr3BvW,1.0,119
7331,3gaqJv,0.0,36
7332,mN2Pjv,0.0,44
7333,PN6BYO,0.0,70
7334,anReoB,1.0,281
7335,QEr9OY,0.0,124
7336,oOBMjq,0.5,160
7337,PN6R33,1.0,50
7338,w54LnX,1.0,63
7339,9ZoByV,0.0,144
7340,vRNMoj,1.0,73
7341,vRNMEE,0.0,86
7342,GEnaQa,0.0,56
7343,BN9Xlr,0.0,44
7344,e3ykkL,1.0,109
7345,BN9XGP,0.5,140
7346,QEreoX,1.0,163
7347,bQRol4,0.5,50
7348,ROJ3aY,0.0,90
7349,9ZoXZV,0.0,68
7350,qRrmOR,0.0,102
7351,vRVmV1,0.0,64
7352,GEGelV,1.0,21
7353,vRVm5P,1.0,111
7354,2mEqZ3,0.0,80
7355,AkBQRd,1.0,155
7356,OWVd9n,0.5,75
7357,lRPmwN,1.0,85
7358,MNBkbq,0.5,72
7359,BN6byl,0.5,54
7360,1o5MZQ,1.0,77
7361,bQLzpM,1.0,115
7362,VOw351,1.0,63
7363,ZOWGpG,1.0,107
7364,pw5oQR,1.0,59
7365,LwwQ3R,0.0,82
7366,6oo04O,1.0,97
7367,lRR24E,0.0,32
7368,MNNGog,1.0,35
7369,PNNOQN,1.0,55
7370,BNNWdw,0.0,60
7371,dPP4d3,0.0,49
7372,ZOOdgN,1.0,37
7373,AkkWvB,0.0,28
7374,5ooYkq,0.0,156
7375,zwwrwq,1.0,187
7376,MNNV1P,0.0,102
7377,BNNr3w,1.0,59
7378,4aaA9N,0.0,118
7379,3ggPjr,1.0,75
7380,Akk6M9,1.0,55
7381,QEE2Zj,0.0,58
7382,j66Nk0,1.0,53
7383,YOOAj4,0.0,138
7384,vRRkOj,0.0,52
7385,6oogpa,1.0,27
7386,OWWq5g,0.5,119
7387,2mmWP2,1.0,29
7388,VOOp9O,0.0,70
7389,RO2e26,1.0,76
7390,YOOpda,0.0,78
7391,pwnd5G,0.0,52
7392,e3N643,0.5,228
7393,mNdaLA,0.0,294
7394,mNdJ16,1.0,91
7395,1olmev,1.0,106
7396,PN3NNO,1.0,79
7397,2mldR3,0.0,58
7398,KNvNP1,0.0,98
7399,PN3k0p,0.0,75
7400,RO25ro,1.0,89
7401,OWPkZm,0.0,50
7402,MNQdV2,0.0,62
7403,pwnk1G,0.5,82
7404,noyJLJ,0.0,68
7405,rRGmY3,0.0,138
7406,4aWbya,1.0,67
7407,g24zoz,1.0,91
7408,XKP2Md,0.0,94
7409,rRGgaM,0.0,100
7410,OWPRBG,1.0,57
7411,krkgaR,0.0,22
7412,krkge9,1.0,126
7413,3glo4W,1.0,43
7414,g24En5,0.0,44
7415,5olz5r,0.0,126
7416,mNdgPM,1.0,131
7417,g24Arz,0.5,70
7418,1olG5Q,0.5,102
7419,QELn32,1.0,37
7420,KNvO1E,0.0,102
7421,dP2azo,0.0,96
7422,yM6JaR,1.0,73
7423,PN3GWN,0.0,86
7424,AkZp64,1.0,63
7425,noyYbk,1.0,71
7426,krAwZq,1.0,67
7427,4a23ON,1.0,55
7428,oOol0K,1.0,43
7429,OWkNk5,0.5,7
7430,bQa4nB,1.0,49
7431,w5AwpX,0.0,64
7432,oOopW6,1.0,93
7433,NRa0Z5,1.0,57
7434,noNpjR,0.0,60
7435,4a2m4n,1.0,52
7436,mNA16P,1.0,55
7437,oOoka3,1.0,67
7438,PNEqNO,1.0,113
7439,2m3mbo,1.0,47
7440,XK5mjL,1.0,57
7441,KN6GdN,0.5,39
7442,GELqyG,0.5,51
7443,bQavpM,0.5,137
7444,JKBGBE,1.0,82
7445,oOoJJX,0.5,56
7446,bQaK52,1.0,5
7447,0aGzPp,0.5,67
7448,VOnGNA,1.0,40
7449,yMAJYA,0.0,168
7450,g2jlGY,1.0,69
7451,WwQ6ZA,0.5,70
7452,oOoL06,0.0,70
7453,qRw6Ga,1.0,95
7454,2m3aXJ,0.0,56
7455,yMjWWN,0.0,36
7456,4aZVGZ,0.5,70
7457,Wwbqv9,1.0,53
7458,XKWAE1,0.5,59
7459,GE6VdV,0.0,90
7460,anm19K,1.0,144
7461,NRz05y,1.0,52
7462,XKWNor,0.5,83
7463,GE6yk9,0.0,94
7464,AkKjv9,1.0,51
7465,RO2aaN,0.0,56
7466,AkKqjE,1.0,33
7467,e30W5L,0.0,89
7468,2mnN33,0.0,82
7469,bQ0mkB,1.0,123
7470,GEZKyV,0.0,126
7471,mN01m6,1.0,73
7472,KNZgYN,0.0,51
7473,ROWJqe,0.0,7
7474,rRX5jb,0.0,56
7475,lRqLP5,0.0,42
7476,mN0olA,0.0,88
7477,3gQ6zd,0.0,56
7478,WwZyjq,1.0,21
7479,NRYdp0,0.0,19
7480,LwZkRb,1.0,61
7481,j6lyb1,0.0,114
7482,QEKY3l,0.0,116
7483,ElZgQP,1.0,62
7484,zwGAZo,1.0,83
7485,KNZEav,0.0,56
7486,yMQGjN,1.0,41
7487,e30JJe,0.0,38
7488,bQ0VXB,1.0,39
7489,ROWMwG,0.0,90
7490,LwZAM4,1.0,89
7491,mN0q3p,1.0,103
7492,GEZAVb,1.0,69
7493,2mnQp2,1.0,85
7494,noavoK,1.0,53
7495,XK4BVO,0.0,21
7496,ROWbvY,0.5,82
7497,9Zey3m,1.0,83
7498,KNZr2N,0.0,74
7499,anKYWB,1.0,123
7500,ZOAj6l,1.0,80
7501,0anYeR,1.0,61
7502,PNLblM,1.0,115
7503,mNbZ9p,1.0,49
7504,VOJrmA,0.0,72
7505,oOqjZq,1.0,44
7506,dP4G2B,0.0,64
7507,lRbZon,0.0,92
7508,bQ14Qb,0.0,86
7509,GE0WLN,0.0,84
7510,g2JrRN,0.0,46
7511,ROEmbY,1.0,57
7512,ElKo6b,1.0,61
7513,ZOA0K2,0.0,62
7514,PNLLaG,1.0,41
7515,j6b3wW,0.0,52
7516,BNrVbz,0.0,116
7517,QEmqYl,1.0,39
7518,oOqvk3,0.0,83
7519,XKjmaP,1.0,77
7520,4aAoVe,0.0,15
7521,g2J4eO,1.0,40
7522,OWmPWz,0.0,56
7523,mNbK12,0.0,62
7524,e3zKNe,0.0,19
7525,g2JK4m,0.0,18
7526,MNVRBr,0.5,111
7527,PNLkkp,0.0,56
7528,5oYrqA,0.0,52
7529,nobK2J,0.0,82
7530,6o2JBb,1.0,34
7531,KNlGzd,1.0,53
7532,qROjbR,1.0,87
7533,KNlGoM,1.0,55
7534,QEmr2W,1.0,70
7535,g2JBpY,1.0,111
7536,BNr94X,0.0,76
7537,rROQrM,1.0,59
7538,dP4YW3,1.0,88
7539,dP4YZr,1.0,49
7540,YONeWV,0.0,35
7541,LwPp6K,1.0,72
7542,1o2ggg,0.0,56
7543,6oJneJ,0.0,66
7544,e3lReJ,1.0,53
7545,NRLyGL,0.0,57
7546,5or30E,1.0,77
7547,MN3O9g,1.0,39
7548,mNzMAp,1.0,57
7549,GEyamV,0.0,70
7550,zwj1pd,1.0,59
7551,oOE45y,1.0,39
7552,yMXq0d,1.0,133
7553,dPNwkA,0.0,150
7554,GEy9RG,1.0,33
7555,2meXbb,0.0,37
7556,NRLB40,0.0,56
7557,5orGXA,0.0,64
7558,RO6VV6,0.0,66
7559,ROJZ45,0.0,48
7560,QEr592,1.0,53
7561,5obV0n,0.5,280
7562,noeW65,1.0,107
7563,XKRMgK,0.0,48
7564,2mJWgo,1.0,71
7565,YORzmE,0.0,99
7566,ElyjMg,0.0,43
7567,4akWVa,1.0,205
7568,oOBv6K,0.0,86
7569,BN9YLw,1.0,79
7570,XKRR3d,0.0,64
7571,2mJmBK,1.0,99
7572,j6PPMW,0.0,56
7573,mN22EA,0.0,62
7574,oOBOvK,0.0,122
7575,6owXmL,1.0,77
7576,bQRPzB,0.0,40
7577,vRNnVj,0.0,64
7578,qRr9NK,0.0,33
7579,3ga6nd,1.0,89
7580,WwRQWZ,0.0,82
7581,GEn5lY,0.0,58
7582,QErGOX,0.0,240
7583,6owqap,0.0,41
7584,BN92Ba,1.0,43
7585,bQRAOQ,0.0,106
7586,bQGk64,0.0,106
7587,qRzWjQ,0.5,89
7588,QE156W,0.0,20
7589,0aPAoZ,1.0,105
7590,MN1Wbr,0.0,50
7591,LwX6mR,1.0,89
7592,mNk4qM,0.0,60
7593,2mLrq2,0.0,64
7594,pwzpaM,0.0,48
7595,yMzlqJ,1.0,85
7596,MN1KM2,0.0,58
7597,vRzdl2,0.0,66
7598,6o6p2a,1.0,89
7599,mNk1o2,1.0,73
7600,g2epaN,0.0,26
7601,anQ3Ra,0.5,356
7602,rRz4n6,1.0,73
7603,noEzO5,1.0,65
7604,QE1BKO,0.5,83
7605,1o325X,0.0,69
7606,pwz612,0.0,34
7607,KN5Gov,1.0,89
7608,ZO1RZ9,0.5,50
7609,vRzLgE,0.0,54
7610,pwz9El,0.0,76
7611,1o3Pgb,1.0,97
7612,QE13E2,0.5,121
7613,krJPZo,0.0,68
7614,5oBqvJ,0.0,80
7615,YO1ek4,0.0,104
7616,WwM0ar,1.0,117
7617,PN1mV9,0.5,8
7618,VO1VAG,0.5,39
7619,w55vdK,1.0,57
7620,dPPm1P,1.0,55
7621,mNN0pA,0.0,46
7622,qRRJVR,0.0,88
7623,4aa0A9,0.0,56
7624,yMMKQV,0.0,50
7625,zww9jQ,0.0,110
7626,vRRWLz,1.0,47
7627,MNNKkP,0.0,148
7628,e335Qn,1.0,73
7629,yMMKqV,1.0,111
7630,mNNJv2,0.0,56
7631,0aa0ZR,1.0,73
7632,9ZZJgP,1.0,239
7633,nooNMl,1.0,69
7634,mNNAnZ,0.0,56
7635,0aaGZp,1.0,27
7636,vRRAXP,0.0,50
7637,rRRrpp,1.0,55
7638,4aaZjn,1.0,43
7639,yMMjzW,1.0,155
7640,rRRrBZ,1.0,33
7641,e33qY3,1.0,43
7642,2mmRPJ,0.0,62
7643,XKKWEO,0.0,48
7644,ZOOkmP,1.0,33
7645,mNNr1p,1.0,51
7646,NRRQRy,1.0,37
7647,lRR6AN,1.0,103
7648,bQQvz9,1.0,77
7649,MNNnj6,0.0,120
7650,vRRVd2,1.0,89
7651,j66XZ9,0.0,136
7652,9ZelZr,0.0,36
7653,XK4XWr,1.0,67
7654,JKZeka,1.0,73
7655,ZO4X4X,0.0,96
7656,VOjZRP,1.0,119
7657,BNKY4w,1.0,113
